Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Province,Company,Status,Latitude,Longitude,Affects Company Property,Off Company Property,Affects Pipeline right-of-way,Affects off Pipeline right-of-way,Approximate Volume Released (m3),Substance,SubstanceCategory,Release Type,Year,What Happened?,Why it Happened?,Pipeline Phase,Were Pipeline System Components Involved?,Pipeline System Components Involved
INC2016-026,Fire,24-02-2016,Claireville,Ontario,TransCanada PipeLines Limited,Closed,43.744167,-79.633611,No,No,No,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,"Incorrect Operation, Operating Conditions","Individual Factors, Leadership and Communication",Construction,No,
INC2016-027,Release of Substance,03-03-2016,Halifax Regional Municipality,Nova Scotia,Maritimes & Northeast Pipeline Management Ltd.,Submitted,44.677392,-63.596725,Yes,No,No,No,1,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2016,Equipment Failure,Engineering and Planning,Operation,No,
INC2016-028,Release of Substance,24-03-2016,9000,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.8618104,-66.5829674,No,No,No,No,1,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2016,"Material Degradation , Other Causes",Natural or Environmental Forces,Maintenance,No,
INC2016-029,Release of Substance,31-03-2016,Chetwyn,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,55.3315,-121.5632,Yes,No,No,No,10.23,Contaminated Water,Miscellaneous,Miscellaneous,2016,Incorrect Operation,"Engineering and Planning, Standards and Procedures",Operation,Yes,Processing Plant
INC2016-032,Release of Substance,04-04-2016,Windsor,Ontario,Kinder Morgan Cochin ULC,Closed,42.2878692,-83.09267014,Yes,No,No,No,0.0182,Propane,High Vapour Pressure Product,Gas,2016,Equipment Failure,Maintenance,Operation,Yes,Pipeline
INC2016-033,Release of Substance,06-04-2016,4000,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.83,-120.404,Yes,No,No,No,913,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2016,Equipment Failure,Maintenance,Operation,Yes,Metering Station
INC2016-034,Release of Substance,07-04-2016,"Isaacs Harbour, Guysborough County",Nova Scotia,ExxonMobil Canada Properties,Closed,45.17170605,-61.61267605,Yes,No,No,No,716,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2016,"Equipment Failure, Operating Conditions","Engineering and Planning, Tools and Equipment",Operation,Yes,Processing Plant
INC2016-035,Release of Substance,08-04-2016,"Kirkland Lake, Ontario",Ontario,TransCanada PipeLines Limited,Initially Submitted,48.131264,-80.215544,No,No,Yes,No,0.1,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2016,To be determined,To be determined,Maintenance,Yes,Pipeline
INC2016-036,Fire,15-04-2016,White City,Saskatchewan,Enbridge Pipelines Inc.,Closed,50.3828,-104.2975,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,Operating Conditions,Natural or Environmental Forces,Operation,No,
INC2016-037,Fire,19-04-2016,Brampton,Ontario,TransCanada PipeLines Limited,Closed,43.74,-79.63,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,"Incorrect Operation, Operating Conditions","Maintenance, Tools and Equipment",Construction,Yes,Vehicle/Mobile Equipment
INC2016-038,Fire,23-04-2016,"Maple, Ontario",Ontario,TransCanada PipeLines Limited,Closed,43.874375,-79.578986,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,"External Interference, Incorrect Operation, Operating Conditions",Individual Factors,Construction,No,
INC2016-041,Fire,03-05-2016,"Langbank, SK",Saskatchewan,Enbridge Pipelines Inc.,Closed,50.0126,-102.1408,Yes,Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,Operating Conditions,Natural or Environmental Forces,Operation,No,
INC2016-042,Operation Beyond Design Limits,04-05-2016,"North west of Manning, Alberta",Alberta,NOVA Gas Transmission Ltd.,Closed,57.191887,-118.193875,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,Operating Conditions,Engineering and Planning,Operation,No,
INC2016-043,Release of Substance,11-05-2016,Smokey Lake,Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,54.097121,-112.562914,No,Yes,Yes,No,1,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2016,To be determined,To be determined,Operation,Yes,Pipeline
INC2016-044,Operation Beyond Design Limits,11-05-2016,"Hussar, AB",Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,51.099308,-112.638,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,To be determined,To be determined,Operation,Yes,Compression Station
INC2016-045,Operation Beyond Design Limits,12-05-2016,"Hardisty, Alberta",Alberta,Enbridge Pipelines Inc.,Closed,52.637465,-111.277537,No,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,"Incorrect Operation, Operating Conditions","Engineering and Planning, Individual Factors",Operation,Yes,Metering Station
INC2016-046,Fire,13-05-2016,"Upsala,ON",Ontario,TransCanada PipeLines Limited,Closed,48.877764,-89.989258,No,Yes,No,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,"Incorrect Operation, Operating Conditions","Leadership and Communication, Maintenance, Tools and Equipment",construction,Yes,Vehicle/Mobile Equipment
INC2016-048,Release of Substance,18-05-2016,New Westminister,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.85011511,-121.234982,No,No,Yes,No,260,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2016,Operating Conditions,"Individual Factors, Standards and Procedures, Tools and Equipment",Operation,Yes,Pipeline
INC2016-049,Fire,18-05-2016,Manning,Alberta,NOVA Gas Transmission Ltd.,Closed,57.18901,-118.1927,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,Incorrect Operation,Tools and Equipment,Construction,No,
INC2016-050,Release of Substance,18-05-2016,Taylor BC,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.14410425,-120.404,Yes,No,No,No,39.7,Natural Gas - Sour,High Vapour Pressure Product,Gas,2016,Cracking ,Engineering and Planning,Operation,Yes,Compression Station
INC2016-051,Fire,24-05-2016,Calstock,Ontario,TransCanada PipeLines Limited,Closed,49.763023,-84.918336,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,Operating Conditions,Natural or Environmental Forces,Operation,No,
INC2016-052,Operation Beyond Design Limits,24-05-2016,Regina,Saskatchewan,Enbridge Pipelines Inc.,Closed,50.445,-104.618,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,Operating Conditions,Engineering and Planning,Operation,yes,
INC2016-053,Fire,25-05-2016,Cornwall,Ontario,Niagara Gas Transmission Limited,Closed,44.99889836,-74.74072784,No,Yes,No,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,Incorrect Operation,Individual Factors,Operation,No,
INC2016-054,Fire,27-05-2016,Pembroke,Ontario,TransCanada PipeLines Limited,Closed,45.74530152,-77.10493802,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,Material Degradation ,"Engineering and Planning, Leadership and Communication, Maintenance",Operation,Yes,Compression Station
INC2016-055,Release of Substance,03-06-2016,Fort St. John BC,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,57.2213,-120.3812,No,No,Yes,No,1,Natural Gas - Sour,High Vapour Pressure Product,Gas,2016,Equipment Failure,"Maintenance, Tools and Equipment",Operation,No,
INC2016-056,Operation Beyond Design Limits,03-06-2016,Assumption,Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,58.476667,-118.571167,No,Yes,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,To be determined,To be determined,Operation,No,
INC2016-057,Fire,10-06-2016,"Edson, AB",Alberta,NOVA Gas Transmission Ltd.,Submitted,53.48753071,-116.4639415,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,"Cracking , Equipment Failure, Operating Conditions",Natural or Environmental Forces,Operation,Yes,Compression Station
INC2016-061,Operation Beyond Design Limits,17-06-2016,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.61586461,-121.8738638,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,Operating Conditions,Natural or Environmental Forces,Operation,No,
INC2016-063,Operation Beyond Design Limits,29-06-2016,Pecten,Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,49.3064,-114.0392,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,To be determined,To be determined,Operation,Yes,Compression Station
INC2016-064,Fire,29-06-2016,FT MacKy,Alberta,NOVA Gas Transmission Ltd.,Closed,56.98989959,-111.5581707,No,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,"Incorrect Operation, Operating Conditions",Standards and Procedures,Construction,Yes,Vehicle/Mobile Equipment
INC2016-065,Operation Beyond Design Limits,29-06-2016,St. Lazare,Quebec,Trans-Northern Pipelines Inc.,Submitted,45.412346,-74.117726,Yes,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,Operating Conditions,"Leadership and Communication, Standards and Procedures",Operation,No,
INC2016-066,Release of Substance,30-06-2016,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.56909171,-121.9446616,No,Yes,No,No,725,Contaminated Water,Miscellaneous,Miscellaneous,2016,Operating Conditions,Standards and Procedures,Operation,No,
INC2016-067,Release of Substance,02-07-2016,Moncton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Submitted,46.11305974,-64.71567652,Yes,Yes,No,No,2000,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2016,Equipment Failure,Maintenance,Maintenance,Yes,Metering Station
INC2016-069,Operation Beyond Design Limits,05-07-2016,"Abbotsford, BC",British Columbia,Trans Mountain Pipeline ULC,Closed,49.002718,-122.226017,No,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,Operating Conditions,"Engineering and Planning, Natural or Environmental Forces",Operation,Yes,Pigging
INC2016-070,Fire,05-07-2016,City of Regina,Saskatchewan,Enbridge Pipelines Inc.,Closed,50.48236249,-104.5885852,Yes,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,Operating Conditions,Natural or Environmental Forces,Operation,No,
INC2016-071,Operation Beyond Design Limits,06-07-2016,Oakville,Ontario,Enbridge Pipelines Inc.,Closed,43.45792222,-79.71974167,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,Natural Force Damage,Natural or Environmental Forces,Operation,Yes,Pipeline
INC2016-072,Operation Beyond Design Limits,06-07-2016,Oakville,Ontario,Enbridge Pipelines Inc.,Closed,43.41454588,-79.76735273,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,"Incorrect Operation, Natural Force Damage",Natural or Environmental Forces,Operation,Yes,Pipeline
INC2016-073,Operation Beyond Design Limits,06-07-2016,Mississauga,Ontario,Enbridge Pipelines Inc.,Submitted,43.53301111,-79.60468333,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,Natural Force Damage,Natural or Environmental Forces,Operation,Yes,Pipeline
INC2016-074,Operation Beyond Design Limits,06-07-2016,Oakville,Ontario,Enbridge Pipelines Inc.,Submitted,43.385213,-79.798679,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,Natural Force Damage,Natural or Environmental Forces,Operation,Yes,Pipeline
INC2016-075,Operation Beyond Design Limits,06-07-2016,"Amisk, AB",Alberta,NOVA Gas Transmission Ltd.,Submitted,52.588887,-111.004248,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,"External Interference, Incorrect Operation, Operating Conditions",Leadership and Communication,Operation,yes,
INC2016-076,Operation Beyond Design Limits,07-07-2016,Oakville,Ontario,Enbridge Pipelines Inc.,Submitted,43.385213,-79.798679,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,Natural Force Damage,Natural or Environmental Forces,Operation,Yes,Pipeline
INC2016-077,Release of Substance,12-07-2016,"Niagara Falls, ON",Ontario,TransCanada PipeLines Limited,Closed,43.00475402,-79.05071351,Yes,No,No,No,1750,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2016,"Equipment Failure, Incorrect Operation","Leadership and Communication, Maintenance, Standards and Procedures",Operation,Yes,Metering Station
INC2016-078,Release of Substance,15-07-2016,Moncton,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Submitted,46.11305974,-64.71567652,Yes,No,No,No,3,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2016,"Equipment Failure, Other Causes",Natural or Environmental Forces,Operation,Yes,Metering Station
INC2016-079,Fire,20-07-2016,Nanticoke,Ontario,Enbridge Pipelines Inc.,Closed,43.06191,-79.92035,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,Incorrect Operation,Individual Factors,Maintenance,No,
INC2016-080,Release of Substance,21-07-2016,Jenner,Alberta,NOVA Gas Transmission Ltd.,Closed,50.70313,-111.157945,Yes,No,No,No,40,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2016,Cracking ,Maintenance,Operation,Yes,Metering Station
INC2016-081,Release of Substance,21-07-2016,Edmonton & Sherwood Park,Alberta,Trans Mountain Pipeline ULC,Submitted,53.54290845,-113.3644501,Yes,No,No,No,2.3,Diesel Fuel,Low Vapour Pressure Product,Liquid,2016,Material Defect,Engineering and Planning,Maintenance,Yes,Storage Facility
INC2016-082,Operation Beyond Design Limits,26-07-2016,"Pecten, Alberta",Alberta,NOVA Gas Transmission Ltd.,Submitted,49.30721239,-114.0149945,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,Other Causes,Engineering and Planning,operation,Yes,Compression Station
INC2016-083,Release of Substance,27-07-2016,Slave Lake,Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,55.51043,-113.46468,Yes,No,Yes,No,1,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2016,To be determined,To be determined,Operation,No,
INC2016-084,Operation Beyond Design Limits,30-07-2016,"Hardisty, AB",Alberta,Enbridge Pipelines Inc.,Submitted,52.63822644,-111.2786457,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,"Incorrect Operation, Operating Conditions","Individual Factors, Standards and Procedures",Operation,Yes,Pumping Station
INC2016-085,Fire,03-08-2016,Oshawa,Ontario,TransCanada PipeLines Limited,Closed,43.988,-79.011,No,No,No,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,"Incorrect Operation, Operating Conditions",Leadership and Communication,Construction,No,
INC2016-086,Release of Substance,03-08-2016,Boyle,Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,54.85067,-112.82706,No,No,No,No,1,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2016,To be determined,To be determined,Operation,No,
INC2016-087,Release of Substance,06-08-2016,Saint John,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Submitted,45.25124,-66.09725,Yes,No,No,No,30,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2016,Equipment Failure,Natural or Environmental Forces,Operation,Yes,Pipeline
INC2016-088,Release of Substance,06-08-2016,Saint John,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Submitted,45.28066,-66.0027,Yes,No,No,No,8,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2016,Equipment Failure,Natural or Environmental Forces,Operation,Yes,Pipeline
INC2016-089,Operation Beyond Design Limits,08-08-2016,"Grande Prairie, Alberta",Alberta,NOVA Gas Transmission Ltd.,Submitted,54.95,-119.194,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,Operating Conditions,Engineering and Planning,Operation,Yes,Pipeline
INC2016-090,Release of Substance,11-08-2016,Hasler Flats and Chetwynd BC,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,55.56909171,-121.9446616,No,No,No,No,578,Sulphur Dioxide,Miscellaneous,Miscellaneous,2016,Internal Corrosion,Maintenance,Operation,Yes,Processing Plant
INC2016-091,Fire,13-08-2016,"Fort McKay, AB",Alberta,NOVA Gas Transmission Ltd.,Submitted,57.34,-111.68,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,"Incorrect Operation, Operating Conditions",Tools and Equipment,Construction,No,
INC2016-093,Fire,14-08-2016,"Lodgepole ,AB",Alberta,NOVA Gas Transmission Ltd.,Closed,53.10047466,-115.3642386,No,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,"Incorrect Operation, Operating Conditions","Individual Factors, Leadership and Communication, Maintenance, Standards and Procedures, Tools and Equipment",Construction,No,
INC2016-095,Fire,24-08-2016,Hope,British Columbia,Trans Mountain Pipeline ULC,Submitted,49.487583,-121.183421,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,Operating Conditions,Maintenance,Maintenance,Yes,Vehicle/Mobile Equipment
INC2016-096,Fire,24-08-2016,Burnaby,British Columbia,Trans Mountain Pipeline ULC,Closed,49.26848937,-122.931342,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,"Incorrect Operation, Operating Conditions","Individual Factors, Leadership and Communication",Maintenance,No,
INC2016-097,Release of Substance,25-08-2016,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Submitted,53.54740268,-113.3557137,Yes,No,No,No,0.0001,Natural Gas Liquids,High Vapour Pressure Product,Gas,2016,Incorrect Operation,"Individual Factors, Leadership and Communication",Operation,Yes,Pipeline
INC2016-098,Fire,25-08-2016,"Smoky Lake, AB",Alberta,NOVA Gas Transmission Ltd.,Submitted,54.09508652,-112.3058493,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,Operating Conditions,Tools and Equipment,Operation,Yes,Compression Station
INC2016-099,Adverse Environmental Effects,25-08-2016,Fort St. John,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,56.592508,-121.751213,No,No,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,Other Causes,Natural or Environmental Forces,Construction,No,
INC2016-100,Operation Beyond Design Limits,25-08-2016,"Endiang, Alberta",Alberta,NOVA Gas Transmission Ltd.,Submitted,51.939713,-112.073701,No,Yes,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,Incorrect Operation,Tools and Equipment,Maintenance,Yes,Pipeline
INC2016-101,Operation Beyond Design Limits,29-08-2016,"Chisholm, Alberta",Alberta,NOVA Gas Transmission Ltd.,Submitted,54.972665,-114.291775,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,"Incorrect Operation, Other Causes","Engineering and Planning, Maintenance",Operation,Yes,Compression Station
INC2016-102,Fire,29-08-2016,"Marten River, Ontario",Ontario,TransCanada PipeLines Limited,Closed,46.655465,-79.710737,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,"Incorrect Operation, Operating Conditions",Maintenance,Construction,Yes,Vehicle/Mobile Equipment
INC2016-103,Release of Substance,29-08-2016,"Patricia, Alberta",Alberta,NOVA Gas Transmission Ltd.,Submitted,50.696946,-111.53471,Yes,No,No,No,1.5,Lube Oil,Low Vapour Pressure Product,Liquid,2016,Cracking ,Engineering and Planning,Operation,Yes,Compression Station
INC2016-104,Operation Beyond Design Limits,30-08-2016,"Grande Prairie, Alberta",Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,54.830119,-118.646961,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,To be determined,To be determined,Operation,yes,
INC2016-105,Release of Substance,01-09-2016,Ile des Chenes,Manitoba,TransCanada PipeLines Limited,Submitted,49.72011504,-96.98386154,Yes,No,No,No,0.115,Lube Oil,Low Vapour Pressure Product,Liquid,2016,Cracking ,Maintenance,Operation,Yes,Compression Station
INC2016-106,Operation Beyond Design Limits,02-09-2016,"Outlook, SK",Saskatchewan,Enbridge Pipelines Inc.,Submitted,51.3531,-106.9799,No,Yes,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,Natural Force Damage,Natural or Environmental Forces,Maintenance,No,
INC2016-107,Release of Substance,04-09-2016,"Ignace, Ontario",Ontario,TransCanada PipeLines Limited,Initially Submitted,49.443028,-91.714439,Yes,No,No,No,0.001,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2016,To be determined,To be determined,Maintenance,Yes,Pipeline
INC2016-108,Release of Substance,06-09-2016,Willow Flats,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,55.55101914,-122.4538759,No,No,Yes,No,113.55,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2016,"Equipment Failure, Incorrect Operation",Maintenance,Maintenance,No,
INC2016-109,Release of Substance,12-09-2016,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,56.01912629,-120.8045324,No,No,No,No,113.55,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2016,"Equipment Failure, Incorrect Operation",Maintenance,Operation,No,
INC2016-110,Release of Substance,12-09-2016,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,56.14356248,-120.6685897,No,No,No,No,52,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2016,Equipment Failure,Maintenance,Operation,No,
INC2016-112,Operation Beyond Design Limits,16-09-2016,"Chisholm, AB",Alberta,NOVA Gas Transmission Ltd.,Submitted,55.069302,-114.442254,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,"Incorrect Operation, Operating Conditions",Tools and Equipment,Operation,Yes,Compression Station
INC2016-113,Fire,18-09-2016,"Burstall, SK",Saskatchewan,TransCanada PipeLines Limited,Submitted,50.679196,-109.981615,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,Operating Conditions,Maintenance,Maintenance,Yes,Pipeline
INC2016-115,Release of Substance,22-09-2016,Hardisty Alberta,Alberta,Enbridge Pipelines Inc.,Submitted,52.63822644,-111.2786457,Yes,No,No,No,0.0001,Natural Gas Liquids,High Vapour Pressure Product,Gas,2016,Equipment Failure,Tools and Equipment,Operation,Yes,Pumping Station
INC2016-116,Operation Beyond Design Limits,26-09-2016,"Grande Prairie, AB",Alberta,NOVA Gas Transmission Ltd.,Submitted,54.830119,-118.646961,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,"Operating Conditions, Other Causes","Engineering and Planning, Tools and Equipment",Operation,Yes,Compression Station
INC2016-117,"Serious Injury (NEB or TSB), Fire",28-09-2016,Burlington,Ontario,Trans-Northern Pipelines Inc.,Submitted,43.383581,-79.752363,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,"Incorrect Operation, Operating Conditions","Individual Factors, Tools and Equipment",Maintenance,No,
INC2016-118,Release of Substance,28-09-2016,Quesnel,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,52.72947567,-122.4419765,No,No,No,No,16645,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2016,Incorrect Operation,Maintenance,Operation,Yes,Compression Station
INC2016-119,Release of Substance,03-10-2016,Lac La Hache,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,51.836784,-121.511133,Yes,No,No,No,448,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2016,Cracking ,Engineering and Planning,Operation,Yes,Pipeline
INC2016-120,Release of Substance,07-10-2016,Didsbury,Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,51.599421,-114.244235,Yes,No,No,No,1,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2016,To be determined,To be determined,Maintenance,Yes,Compression Station
INC2016-121,Release of Substance,14-10-2016,"Hurkett, ON",Ontario,TransCanada PipeLines Limited,Initially Submitted,48.870172,-88.458775,Yes,No,No,No,0.001,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2016,To be determined,To be determined,Maintenance,Yes,Pipeline
INC2016-122,Fire,15-10-2016,Town of Kerrobert,Saskatchewan,Enbridge Pipelines Inc.,Submitted,51.870752,-109.034275,No,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,Equipment Failure,Maintenance,Operation,Yes,Compression Station
INC2016-124,Release of Substance,20-10-2016,wonowon,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,56.47138904,-122.1137089,Yes,No,No,No,529960,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2016,Incorrect Operation,"Engineering and Planning, Maintenance",Operation,Yes,Compression Station
INC2016-125,Release of Substance,24-10-2016,Bronson Settlement,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Submitted,46.1614081,-65.349648,No,No,No,No,10,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2016,Other Causes,Maintenance,Operation,Yes,Metering Station
INC2016-126,Release of Substance,24-10-2016,"North Portal, SK",Saskatchewan,Many Islands Pipe Lines (Canada) Limited,Closed,49.0097,-102.589,No,No,No,No,24000,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2016,"Incorrect Operation, Operating Conditions",Engineering and Planning,Operation,Yes,Pipeline
INC2016-127,Operation Beyond Design Limits,27-10-2016,Midale,Saskatchewan,Enbridge Pipelines Inc.,Initially Submitted,49.4508,-103.338,Yes,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,To be determined,To be determined,Maintenance,Yes,Pipeline
INC2016-128,Release of Substance,31-10-2016,Dratmouth,Nova Scotia,Maritimes & Northeast Pipeline Management Ltd.,Submitted,44.6791,-63.5921,Yes,No,No,No,1,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2016,Equipment Failure,Maintenance,Operation,Yes,Metering Station
INC2016-129,Release of Substance,08-11-2016,Ile des Chenes. MB,Manitoba,TransCanada PipeLines Limited,Submitted,49.72011504,-96.98386154,Yes,No,No,No,0.41,Lube Oil,Low Vapour Pressure Product,Liquid,2016,"Cracking , Equipment Failure","Engineering and Planning, Maintenance",Operation,Yes,Compression Station
INC2016-130,Serious Injury (NEB or TSB),08-11-2016,Valemount,British Columbia,Trans Mountain Pipeline ULC,Closed,52.870416,-119.296387,No,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,"Incorrect Operation, Operating Conditions",Leadership and Communication,Maintenance,No,
INC2016-132,Release of Substance,17-11-2016,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,55.64990496,-122.2072164,Yes,No,No,No,24100,Natural Gas - Sweet,High Vapour Pressure Product,Gas,2016,Operating Conditions,Maintenance,Operation,Yes,Compression Station
INC2016-133,Operation Beyond Design Limits,18-11-2016,St.Paul,Alberta,NOVA Gas Transmission Ltd.,Initially Submitted,53.960517,-111.806651,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,To be determined,To be determined,Operation,Yes,Pipeline
INC2016-135,Fire,21-11-2016,"Sundridge, ON",Ontario,TransCanada PipeLines Limited,Submitted,45.70163,-79.41703,No,No,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2016,"Incorrect Operation, Operating Conditions","Individual Factors, Tools and Equipment",Maintenance,Yes,Vehicle/Mobile Equipment
